dataset_key	title	doi	license	type	sub_type	hosting_organization_key	hosting_organization_title	hosting_country	publishing_organization_key	publishing_organization_title	publishing_country	endorsing_node_key	network_keys	project_identifier	occurrence_records_count	name_usages_count
8ea4d86b-7030-4b11-a558-2b0e0ef3c49a	Phenological Center - Insects (Laplandskiy)	10.15468/ryv4ah	CC_BY_4_0	OCCURRENCE		04fd2e13-6881-4e5c-9dd1-8fdd9ab993c1	Finnish Biodiversity Information Facility	FI	6fc06c4f-cbc6-408b-9d93-3061dfe015c9	Komarov Botanical Institute, Russian Academy of Sciences, St. Petersburg	RU	7f48e0c8-5c96-49ec-b972-30748e339115			361	
62cb4b15-2bc8-4922-9f4a-ea92b019b950	Insects stored in liquids (Luomus)	10.15468/kznhpb	CC_BY_4_0	OCCURRENCE		04fd2e13-6881-4e5c-9dd1-8fdd9ab993c1	Finnish Biodiversity Information Facility	FI	39adeab9-6ec9-4c56-801e-7144d0eb630c	Finnish Museum of Natural History - Zoology Unit	FI	dd514216-5c7c-45f3-910d-797424cb5be6			83	
809865a3-5c34-4f9b-b058-e98d820dfe90	HBRG Insects Dataset Vol 2	10.15468/xeeucz	CC_BY_4_0	OCCURRENCE		07f617d0-c688-11d8-bf62-b8a03c50a862	National Biodiversity Network	GB	13dba6c4-e112-473d-a827-850256bf53c6	Highland Biological Recording Group	GB	d897a5b9-35ee-4232-94bd-b0bcaac003c2			18116	
a8e40b59-5d28-4e37-b371-1a42c2a6e3ce	New Brunswick Museum - Insects	10.15468/d8dv3a	CC_BY_NC_4_0	OCCURRENCE		96710dc8-fecb-440d-ae3e-c34ae8a9616f	Symbiota Support Hub	US	9c7737c0-359c-11da-9a82-b8a03c50a862	New Brunswick Museum	CA	8f83fc96-c966-4126-83f7-bf044dc49efa	0479d6b2-a4f4-4307-8346-0b80e8c88c66		59915	
4436b62c-8d2e-4ad6-826e-06672897b89e	Phenology of Insects of Ekaterinburg	10.15468/735avw	CC_BY_4_0	OCCURRENCE		04fd2e13-6881-4e5c-9dd1-8fdd9ab993c1	Finnish Biodiversity Information Facility	FI	363c01c3-12ab-42b6-aab9-7e0fb32bcfb1	Ural State Pedagogical University (USPU)	RU	dd514216-5c7c-45f3-910d-797424cb5be6			61	
20fa3e49-f75c-4aad-adcd-6b3882caf6db	HBRG Insects Dataset Vol 1	10.15468/u1p4wc	CC_BY_4_0	OCCURRENCE		07f617d0-c688-11d8-bf62-b8a03c50a862	National Biodiversity Network	GB	13dba6c4-e112-473d-a827-850256bf53c6	Highland Biological Recording Group	GB	d897a5b9-35ee-4232-94bd-b0bcaac003c2			172054	
26828f96-73d6-46da-8188-6bea9faeee46	Endemic Insects of Vietnam	10.15468/wqsmku	CC_BY_NC_4_0	OCCURRENCE	SPECIMEN	fbca90e3-8aed-48b1-84e3-369afbd000ce	GBIF Secretariat	ZZ	26436826-4777-475c-b087-c5280cf704fe	University of Science, Vietnam National University Hanoi	VN	7f48e0c8-5c96-49ec-b972-30748e339115			695	
9b65cb62-96b8-4809-84f0-511134fa03d9	Invertebrates (except insects), Outer Hebrides	10.15468/hpavud	CC_BY_4_0	OCCURRENCE		07f617d0-c688-11d8-bf62-b8a03c50a862	National Biodiversity Network	GB	3636faf8-c86a-42c5-9bc9-a2d4e6c0c891	Outer Hebrides Biological Recording	GB	d897a5b9-35ee-4232-94bd-b0bcaac003c2			3930	
6ca390f7-b377-4313-a657-16b44a5dc52e	Insects Specimens of Kagoshima Prefectural Museum	10.15468/hksdxg	CC_BY_4_0	OCCURRENCE		4fd82480-ea1c-11da-8db4-b8a03c50a862	National Museum of Nature and Science, Japan	JP	4fd82480-ea1c-11da-8db4-b8a03c50a862	National Museum of Nature and Science, Japan	JP	db5705aa-6a6e-42f1-8942-d77b9f4896ea			39152	
8499f554-f762-11e1-a439-00145eb45e9a	Osaka Prefectural Minoh Park Insects Museum	10.15468/wfvok3	CC_BY_4_0	OCCURRENCE		4fd82480-ea1c-11da-8db4-b8a03c50a862	National Museum of Nature and Science, Japan	JP	4fd82480-ea1c-11da-8db4-b8a03c50a862	National Museum of Nature and Science, Japan	JP	db5705aa-6a6e-42f1-8942-d77b9f4896ea			39157	
dc8480d7-ba02-4fff-8b0c-dee5f69f5a35	Insects of Namibia - University of Silesia collection	10.15468/ek7hpw	CC_BY_NC_4_0	OCCURRENCE	SPECIMEN	17fba53b-3c1b-4689-82e1-4d66ad4f445c	GBIF Poland	PL	4668d6a0-130d-11db-a7d3-b8a03c50a862	University of Silesia in Katowice	PL	2618bfdf-e194-4911-a241-80db3107bc51		IMBIO	1000	
8472b4b2-f762-11e1-a439-00145eb45e9a	Canadian National Collection of Insects	10.15468/djmnhm	CC_BY_4_0	OCCURRENCE		09871350-0a23-11d8-b854-b8a03c50a862	Canadian Biodiversity Information Facility	CA	09871350-0a23-11d8-b854-b8a03c50a862	Canadian Biodiversity Information Facility	CA	8f83fc96-c966-4126-83f7-bf044dc49efa			6323	
61bf9a01-ddca-4319-a9ea-2cd586be389b	Thistle Heads and Ermerged Insects	10.15468/aoobrf	CC_BY_NC_4_0	OCCURRENCE		541c2668-9391-4479-b90f-fe90b365f33b	Biodiversity Exploratories	DE	541c2668-9391-4479-b90f-fe90b365f33b	Biodiversity Exploratories	DE	4f6826f2-4ff6-443d-b966-e6913bd24013			675	
1ce13cce-dad1-4490-a453-8c6083a0d268	Insects of the Hetman National Nature Park registered in 2024	10.15468/e4rews	CC_BY_4_0	OCCURRENCE	OBSERVATION	64795dcb-ad74-41b3-95e5-cc52ba754776	GBIF Norway	NO	ca2fd897-6108-4361-91f8-b39dc8d12d13	Ukrainian Nature Conservation Group (NGO)	UA	7f48e0c8-5c96-49ec-b972-30748e339115			337	
10c73e41-f84c-4458-884f-160db9fc341f	Monitoring of insects in veteran oaks	10.15468/7km943	CC_BY_4_0	SAMPLING_EVENT		46fec380-8e1d-11dd-8679-b8a03c50a862	Norwegian Institute for Nature Research	NO	46fec380-8e1d-11dd-8679-b8a03c50a862	Norwegian Institute for Nature Research	NO	4f829580-180d-46a9-9c87-ed8ec959b545			1050	
7d0e2d78-3c75-4146-aa8f-09fd699425d9	Database of exotic insects in continental Chile	10.15468/sjcn8g	CC_BY_NC_4_0	CHECKLIST	INVENTORY_THEMATIC	bf0d80b3-46da-4e60-b1cf-39f2320acb43	Ministerio del Medio Ambiente de Chile	CL	1b77a337-1672-4280-b780-4d6531868ff3	Laboratorio Biología de Plantas - Universidad de Chile	CL	a8b16421-d80b-4ef3-8f22-098b01a89255			0	1259
8699eba2-f762-11e1-a439-00145eb45e9a	Insect collection of Itami City Museum of Insects	10.15468/cvclt9	CC_BY_4_0	OCCURRENCE		4fd82480-ea1c-11da-8db4-b8a03c50a862	National Museum of Nature and Science, Japan	JP	4fd82480-ea1c-11da-8db4-b8a03c50a862	National Museum of Nature and Science, Japan	JP	db5705aa-6a6e-42f1-8942-d77b9f4896ea			18102	
51b39c28-ce6f-4c7f-ba01-261748411e31	Flower visiting insects of Melastoma in Taiwan	10.15468/64ufkd	CC_BY_NC_4_0	OCCURRENCE		12b1df00-3f75-11d8-aa2d-b8a03c50a862	Taiwan Biodiversity Information Facility (TaiBIF)	TW	898ba450-1627-11df-bd84-b8a03c50a862	Taiwan Forestry Research Institute	TW	e1b85abc-61f9-430f-ba79-6813dec53a0f			911	
626fca6f-8590-478b-a662-b9c82afad2b5	Grasshoppers, Crickets and Allied Insects (Orthoptera) of Ireland	10.15468/zjaq4e	CC_BY_4_0	OCCURRENCE		d2b97690-bfd6-11de-b279-d52977ace833	National Biodiversity Data Centre	IE	d2b97690-bfd6-11de-b279-d52977ace833	National Biodiversity Data Centre	IE	422b00b2-6c94-4bb6-976b-c359916efdb8			2984	
d0af44d7-879c-46e4-ad6a-1cbf229f1ec3	Insects of New Caledonia - supplementary collection	10.15468/n66z6g	CC_BY_NC_4_0	OCCURRENCE	SPECIMEN	17fba53b-3c1b-4689-82e1-4d66ad4f445c	GBIF Poland	PL	218534d0-925e-11da-8900-b8a03c50a862	University of Wrocław	PL	2618bfdf-e194-4911-a241-80db3107bc51		IMBIO	1589	
1b81302b-b935-4493-8ff8-9a47797d68c1	Sagehen Creek Field Station (UC-Berkeley) – Insects	10.15468/pttpcd	CC_BY_NC_4_0	OCCURRENCE		96710dc8-fecb-440d-ae3e-c34ae8a9616f	Symbiota Support Hub	US	dc29f76e-7dd8-4fcc-a6ea-2db64fbf945d	Sagehen Creek Field Station	US	8618c64a-93e0-4300-b546-7249e5148ed2	0479d6b2-a4f4-4307-8346-0b80e8c88c66		2902	
9261d82a-1247-41e4-b40c-4724577137ac	SEWBReC Other Insects (South East Wales)	10.15468/echt4p	CC_BY_NC_4_0	OCCURRENCE		07f617d0-c688-11d8-bf62-b8a03c50a862	National Biodiversity Network	GB	48f02f0c-5287-4b0a-bdf1-cee8f9665285	South East Wales Biodiversity Records Centre	GB	d897a5b9-35ee-4232-94bd-b0bcaac003c2			874	
f8445a71-64ca-4ebd-91d0-e2b0228f8929	Alien invasive insects of Republic Karelia	10.15468/53nyw2	CC_BY_4_0	OCCURRENCE		b87dc34e-ff76-458a-b163-f37e5634d0fb	Karelian Research Centre of the Russian Academy of Sciences	RU	b87dc34e-ff76-458a-b163-f37e5634d0fb	Karelian Research Centre of the Russian Academy of Sciences	RU	7f48e0c8-5c96-49ec-b972-30748e339115		Project identification number: KA5046	59	
032832d5-e849-4e6b-b78b-3ec248b31143	Checklist of whiteflies and scale insects of Luxembourg	10.15468/huengf	CC0_1_0	CHECKLIST	INVENTORY_THEMATIC	75642970-f855-11dd-8235-b8a03c50a862	National Museum of Natural History, Luxembourg	LU	75642970-f855-11dd-8235-b8a03c50a862	National Museum of Natural History, Luxembourg	LU	b0ccbf42-26b3-412e-b38a-339889154d77			0	112
83bf1012-38d7-4260-8d3a-866516c65c82	Insects of the Forest-Tundra Ecotone (ForTunE)	10.15468/z24cmy	CC_BY_4_0	OCCURRENCE		64795dcb-ad74-41b3-95e5-cc52ba754776	GBIF Norway	NO	819352ad-c630-44e6-9356-d2c7aaf9866d	Norwegian Institute of Bioeconomy Research	NO	4f829580-180d-46a9-9c87-ed8ec959b545		Artsprosjekt_27-19_ForTunE	783	
c8bbfeb0-a1db-41bb-8c65-45e3a4ed0fa1	Nomenclatural issues in Korean insects. Part 1. Hemiptera	10.11646/zootaxa.4838.2.10	CC0_1_0	CHECKLIST		7ce8aef0-9e92-11dc-8738-b8a03c50a862	Plazi.org taxonomic treatments database	CH	7ce8aef0-9e92-11dc-8738-b8a03c50a862	Plazi.org taxonomic treatments database	CH	ffb07bec-2d10-492d-9c37-361fe0b79427			4	14
ad5c93fc-905a-47c1-8208-bdbd7f960076	Occurrences of protected species of insects in Italy	10.15468/m5sfc6	CC_BY_NC_4_0	OCCURRENCE		fbca90e3-8aed-48b1-84e3-369afbd000ce	GBIF Secretariat	ZZ	8e76d16e-d1c0-4178-b3cd-648929d9058d	Council for Agricultural Research and Economics, Research Centre for Plant Protection and Certification	IT	7f48e0c8-5c96-49ec-b972-30748e339115		LIFE11 NAT/IT/00252	5968	
e1c67ddd-1027-4ed0-9835-bd7480c24aee	Some finds of insects (Insecta, Pterygota) in Kharkiv region, Ukraine	10.15468/shfwrg	CC_BY_4_0	OCCURRENCE		64795dcb-ad74-41b3-95e5-cc52ba754776	GBIF Norway	NO	ca2fd897-6108-4361-91f8-b39dc8d12d13	Ukrainian Nature Conservation Group (NGO)	UA	7f48e0c8-5c96-49ec-b972-30748e339115			1084	
8691143c-f762-11e1-a439-00145eb45e9a	Insects specimen database of Osaka Museum of Natural History	10.15468/5kin1o	CC_BY_4_0	OCCURRENCE		4fd82480-ea1c-11da-8db4-b8a03c50a862	National Museum of Nature and Science, Japan	JP	4fd82480-ea1c-11da-8db4-b8a03c50a862	National Museum of Nature and Science, Japan	JP	db5705aa-6a6e-42f1-8942-d77b9f4896ea			5138	
a8118ca5-6988-4abd-8bb7-f0ef0020a93f	The scale insects (Hemiptera: Coccoidea) of the Maltese Archipelago	10.11646/zootaxa.3866.4.3	CC0_1_0	CHECKLIST		7ce8aef0-9e92-11dc-8738-b8a03c50a862	Plazi.org taxonomic treatments database	CH	7ce8aef0-9e92-11dc-8738-b8a03c50a862	Plazi.org taxonomic treatments database	CH	ffb07bec-2d10-492d-9c37-361fe0b79427			0	178
2b4cdb59-b9a0-4c4e-bb3e-2f5047255771	Terrestrial Orthopteroid insects (Insecta, Orthopteroidea) of South-Eastern Belarus	10.15468/ws5dc3	CC0_1_0	CHECKLIST		7ce8aef0-9e92-11dc-8738-b8a03c50a862	Plazi.org taxonomic treatments database	CH	7ce8aef0-9e92-11dc-8738-b8a03c50a862	Plazi.org taxonomic treatments database	CH	ffb07bec-2d10-492d-9c37-361fe0b79427			63	108
05469d71-f878-4c7c-aaf0-45e9acc45c95	Canadian National Collection of Insects, Arachnids, and Nematodes (CNC)	10.5886/l7s5yj	CC_BY_4_0	OCCURRENCE		ff7bd5db-b724-4932-b496-10ea298851f9	Université de Montréal Biodiversity Centre	CA	055bd978-2daa-4543-b3f0-44e0e87e86ca	Agriculture and Agri-Food Canada	CA	8f83fc96-c966-4126-83f7-bf044dc49efa			1695	
cca13f2c-0d2c-4c2f-93b9-4446c0cc1629	BugGuide - Identification, Images, & Information For Insects, Spiders & Their Kin For the United States & Canada	10.15468/sk2lxk	CC0_1_0	OCCURRENCE	OBSERVATION	c3ad790a-d426-4ac1-8e32-da61f81f0117	United States Geological Survey	US	c3ad790a-d426-4ac1-8e32-da61f81f0117	United States Geological Survey	US	8618c64a-93e0-4300-b546-7249e5148ed2			492239	
dce7fa32-b740-4e9f-943c-c26c29b1692a	Some finds of birds, mammals, insects, amphibians and reptiles in July 2014 in Georgia	10.15468/xa7mmc	CC_BY_4_0	OCCURRENCE		64795dcb-ad74-41b3-95e5-cc52ba754776	GBIF Norway	NO	ca2fd897-6108-4361-91f8-b39dc8d12d13	Ukrainian Nature Conservation Group (NGO)	UA	7f48e0c8-5c96-49ec-b972-30748e339115			651	
56ef6dea-f9dc-45a6-8ea1-ff88e6ed19a3	Pollinators and other insects associated with blueberry and canola crops	10.15468/2zkdd6	CC_BY_NC_4_0	OCCURRENCE		bf0d80b3-46da-4e60-b1cf-39f2320acb43	Ministerio del Medio Ambiente de Chile	CL	aaec1f89-ada5-412f-8eef-475978f405ec	Red Chilena de Polinización	CL	a8b16421-d80b-4ef3-8f22-098b01a89255		NE/S011870/1	773	
961572c9-2cca-4473-8c6e-9d288ef6ca29	ARC-PPRI: National Collection of Insects: Coleoptera Collection (1879-2012)	10.15468/5ugkvn	CC_BY_4_0	OCCURRENCE		c5f7ef70-e233-11d9-a4d6-b8a03c50a862	South African National Biodiversity Institute	ZA	c5f7ef70-e233-11d9-a4d6-b8a03c50a862	South African National Biodiversity Institute	ZA	7190b835-4e86-4b6e-85c1-19cc6677c250			6753	
4a86fcdc-b4ca-4331-8497-c222c1f81e0f	Chronicle of Nature - Phenology of Insects of Kaniv Nature Reserve	10.15468/ijmunt	CC_BY_4_0	OCCURRENCE		04fd2e13-6881-4e5c-9dd1-8fdd9ab993c1	Finnish Biodiversity Information Facility	FI	3e71cdcc-aed1-4381-924e-7dba6cd2e57a	Kaniv Nature Reserve	UA	dd514216-5c7c-45f3-910d-797424cb5be6			470	
58f8b744-6609-4c1e-86c1-b6d9a26ea80d	Chronicle of Nature - Phenology of Insects of National Park Bashkirija	10.15468/3ot7rs	CC_BY_4_0	OCCURRENCE		04fd2e13-6881-4e5c-9dd1-8fdd9ab993c1	Finnish Biodiversity Information Facility	FI	e5f23900-16d7-44f2-8f66-15a97dad667d	National Park Bashkirija	RU	dd514216-5c7c-45f3-910d-797424cb5be6			38	
9c95b714-d716-408e-a893-860254c0a706	The InBIO Barcoding Initiative Database: Portuguese Stick Insects (Phasmatodea)	10.15468/wppjdk	CC_BY_4_0	OCCURRENCE		cdcc4ce1-7f6e-4ed2-b47c-eb451925b038	Instituto Superior de Agronomia / Universidade de Lisboa	PT	37560003-ae75-43c3-95aa-48c98797aa2a	CIBIO (Research Center in Biodiversity and Genetic Resources) Portugal	PT	673f7038-4262-4149-b753-5658a4e912f6		InBIO Barcoding Initiative	18	
0595745d-7fa2-4e05-a3e7-6fef70796dbc	Amber and fossil insects at the Naturkundemuseum Stuttgart	10.15468/qecevs	CC_BY_4_0	OCCURRENCE		99ea0c90-61e5-11dc-a64c-b8a03c50a862	Staatliches Museum für Naturkunde Stuttgart	DE	99ea0c90-61e5-11dc-a64c-b8a03c50a862	Staatliches Museum für Naturkunde Stuttgart	DE	4f6826f2-4ff6-443d-b966-e6913bd24013			6104	
b2d3dcb1-99c9-49bc-b1c7-4df142fd8249	New scale insects (Homoptera: Coccinea) from the Cape Floristic Region	10.5852/ejt.2017.366	CC0_1_0	CHECKLIST		7ce8aef0-9e92-11dc-8738-b8a03c50a862	Plazi.org taxonomic treatments database	CH	a064f300-1bc8-41ea-9364-b864ef4e8938	European Journal of Taxonomy	FR	da44cd31-5901-4687-a106-6d1c7734ee3a			6	12
324b030a-18a2-4dac-9ddd-28c468aea7df	Phylogeny and classification of armored scale insects (Hemiptera: Coccomorpha: Diaspididae)	10.11646/zootaxa.4616.1.1	CC0_1_0	CHECKLIST		7ce8aef0-9e92-11dc-8738-b8a03c50a862	Plazi.org taxonomic treatments database	CH	7ce8aef0-9e92-11dc-8738-b8a03c50a862	Plazi.org taxonomic treatments database	CH	ffb07bec-2d10-492d-9c37-361fe0b79427			0	9
dafd8887-3fad-4804-b629-f96cc85c1a95	Some finds of insects in autumn 2021 in Kharkiv region, Ukraine	10.15468/j65je6	CC_BY_4_0	OCCURRENCE		64795dcb-ad74-41b3-95e5-cc52ba754776	GBIF Norway	NO	ca2fd897-6108-4361-91f8-b39dc8d12d13	Ukrainian Nature Conservation Group (NGO)	UA	7f48e0c8-5c96-49ec-b972-30748e339115			157	
935bb261-f341-49db-9b4c-58d7fbac0386	Orthoptera and Allied Insects of the British Isles data from iRecord	10.15468/lyafx9	CC_BY_4_0	OCCURRENCE		07f617d0-c688-11d8-bf62-b8a03c50a862	National Biodiversity Network	GB	d7fdac0a-fb87-46a4-91bc-633addb541a9	Grasshopper Recording Scheme	GB	d897a5b9-35ee-4232-94bd-b0bcaac003c2			103082	
2b4f6d66-d958-4107-a6fa-3ed6ada9a2f6	Chronicle of Nature - Phenology of Insects of State Nature Reserve Nurgush	10.15468/pjthj0	CC_BY_4_0	OCCURRENCE		04fd2e13-6881-4e5c-9dd1-8fdd9ab993c1	Finnish Biodiversity Information Facility	FI	1beb4a87-695f-423a-a71c-c3c737510894	State Nature Reserve Nurgush	RU	dd514216-5c7c-45f3-910d-797424cb5be6			370	
73686819-c664-4ae6-9bc2-5e5f120cbd3d	Chronicle of Nature - Phenology of Insects of Tigirek State Nature Reserve	10.15468/5jbwvj	CC_BY_4_0	OCCURRENCE		04fd2e13-6881-4e5c-9dd1-8fdd9ab993c1	Finnish Biodiversity Information Facility	FI	f4ce1451-25a8-4216-92f7-32725551a360	Tigirek State Nature Reserve	RU	7f48e0c8-5c96-49ec-b972-30748e339115			138	
9efee1a1-6181-47c1-887a-278b1fadbcb5	Chronicle of Nature - Phenology of Insects of State Nature Reserve Olekminsky	10.15468/yxsalc	CC_BY_4_0	OCCURRENCE		04fd2e13-6881-4e5c-9dd1-8fdd9ab993c1	Finnish Biodiversity Information Facility	FI	8fbc42ed-4a6a-4156-98b3-0f46e0e395d6	State Nature Reserve Olekminsky	RU	dd514216-5c7c-45f3-910d-797424cb5be6			1677	
21a371d0-9a1a-4d8b-a91d-e3333197b3e7	Chronicle of Nature - Phenology of Insects of Darwin Nature Biosphere Reserve	10.15468/erqhhb	CC_BY_4_0	OCCURRENCE		04fd2e13-6881-4e5c-9dd1-8fdd9ab993c1	Finnish Biodiversity Information Facility	FI	949d3d60-6003-4e7a-aac5-f571b3677497	Darwin Nature Biosphere Reserve	RU	dd514216-5c7c-45f3-910d-797424cb5be6			1172	
f3c29b0c-294b-41cd-a64c-4ab3c423210c	Chronicle of Nature - Phenology of Insects of Pinezhsky State Nature Reserve	10.15468/nyluee	CC_BY_4_0	OCCURRENCE		04fd2e13-6881-4e5c-9dd1-8fdd9ab993c1	Finnish Biodiversity Information Facility	FI	23d1ffc1-f36f-4ea8-8abf-c35ffe3af899	Pinezhsky State Nature Reserve	RU	dd514216-5c7c-45f3-910d-797424cb5be6			802	
4bb5aebe-ec3b-4cf4-b0bb-ac2078dd3a19	Chronicle of Nature - Phenology of Insects of Visimsky Nature Biosphere Reserve	10.15468/ma6tgx	CC_BY_4_0	OCCURRENCE		04fd2e13-6881-4e5c-9dd1-8fdd9ab993c1	Finnish Biodiversity Information Facility	FI	6c62aaa7-be1f-4d73-955d-ffa31e72f28c	"Federal state budgetary institution ""Visimskiy state reserve"""	RU	7f48e0c8-5c96-49ec-b972-30748e339115			326	
38c928d1-ae8b-46fb-a01a-08bd9cb00f73	Chronicle of Nature - Phenology of Insects of Bryansk Forest Nature Reserve	10.15468/y6bdmw	CC_BY_4_0	OCCURRENCE		04fd2e13-6881-4e5c-9dd1-8fdd9ab993c1	Finnish Biodiversity Information Facility	FI	5fe4e511-8c57-44c5-a077-1491907d996b	Bryansk Forest Nature Reserve	RU	dd514216-5c7c-45f3-910d-797424cb5be6		Russia2019_03	314	
7b828d22-ab17-4f6a-b6b6-7b7ff8c32ea4	Chronicle of Nature - Phenology of Insects of FGBU National Park Kenozersky	10.15468/vijfmv	CC_BY_4_0	OCCURRENCE		04fd2e13-6881-4e5c-9dd1-8fdd9ab993c1	Finnish Biodiversity Information Facility	FI	99fe7290-d54a-4f1e-b0dd-3989337a22eb	Federal State Budget Institution KENOZERO National Park	RU	7f48e0c8-5c96-49ec-b972-30748e339115			198	
3779d91b-a2e2-4957-8e8a-01f8ee1c38dd	Chronicle of Nature - Phenology of Insects of State Nature Reserve Kivach	10.15468/s0vuxw	CC_BY_4_0	OCCURRENCE		04fd2e13-6881-4e5c-9dd1-8fdd9ab993c1	Finnish Biodiversity Information Facility	FI	c7c58616-1154-45eb-8725-40709e20ddf3	State Nature Reserve Kivach	RU	dd514216-5c7c-45f3-910d-797424cb5be6			1022	
1663fcc3-9ce1-4887-b818-22bf8388a9cc	Insects of the Krasnokutsk territorial commune (hromada), Kharkiv region, Ukraine	10.15468/7zqrfd	CC_BY_4_0	OCCURRENCE		64795dcb-ad74-41b3-95e5-cc52ba754776	GBIF Norway	NO	35772408-85bc-4806-8074-30a746c18bcd	Slobozhanskyi National Nature Park	UA	7f48e0c8-5c96-49ec-b972-30748e339115		Cepa-LT-2017/10049	662	
00bfd17f-4ebe-436a-b35d-4956b18060af	Occurrences of the Insects in the Prioksko-Terrasny biosphere reserve	10.15468/rqpjtj	CC_BY_4_0	OCCURRENCE		fcb15579-e732-4e2d-aa74-796787ef8c27	Institute of Mathematical Problems of Biology RAS – the Branch of Keldysh Institute of Applied Mathematics of Russian Academy of Sciences	RU	bb668662-8fd3-4740-9fac-9bac2d050755	Prioksko-Terrasnyi Biosphere Reserve	RU	7f48e0c8-5c96-49ec-b972-30748e339115			1563	
